name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,max_torque_rpm,selling_price
Tata Zest Revotron 1.2 XT,2018,60000,Petrol,Individual,Manual,First Owner,17.5,1193.0,88.7,5.0,140.0,2750.0,520000
Maruti Swift 1.3 VXi,2008,120000,Petrol,Individual,Manual,Second Owner,,,,,,,130000
Nissan Sunny XL,2014,37000,Petrol,Individual,Manual,First Owner,16.9,1498.0,97.7,5.0,134.0,4000.0,550000
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,15000,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,5.0,150.0,4500.0,910000
Maruti Wagon R LXI Optional,2016,140000,Petrol,Individual,Manual,First Owner,20.5,998.0,67.04,5.0,90.0,3500.0,350000
Mahindra Ssangyong Rexton RX5,2013,70000,Diesel,Individual,Manual,First Owner,12.8,2696.0,162.0,7.0,340.0,2525.0,900000
Mahindra Quanto C8,2013,120000,Diesel,Individual,Manual,Second Owner,17.2,1493.0,100.0,7.0,240.0,2200.0,300000
Maruti Ritz LDi,2010,110000,Diesel,Individual,Manual,Second Owner,21.0,1248.0,73.9,5.0,190.0,2000.0,250000
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,37000,Diesel,Individual,Manual,First Owner,19.6,1582.0,126.2,5.0,259.9,2325.0,1100000
Renault KWID RXT,2016,44000,Petrol,Individual,Manual,First Owner,25.1,799.0,53.3,5.0,72.0,4386.0,270000
Maruti Ertiga VDI,2015,80000,Diesel,Individual,Manual,First Owner,20.7,1248.0,88.76,7.0,200.0,1750.0,640000
Mahindra XUV500 W4,2015,125000,Diesel,Individual,Manual,First Owner,15.0,2179.0,140.0,7.0,330.0,2200.0,650000
Maruti Eeco 5 Seater AC BSIV,2017,13500,Petrol,Individual,Manual,First Owner,15.3,1196.0,73.0,5.0,101.0,3000.0,409999
Hyundai Santro Xing GLS,2011,75000,Petrol,Individual,Manual,First Owner,17.9,1086.0,62.1,5.0,96.1,3000.0,165000
Hyundai Accent GLE,2007,120000,Petrol,Individual,Manual,Second Owner,13.0,1495.0,94.0,5.0,122.583125,3500.0,80000
Mahindra XUV500 W8 2WD,2012,120000,Diesel,Individual,Manual,First Owner,15.0,2179.0,140.0,7.0,330.0,2200.0,535000
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,70000,Diesel,Individual,Manual,First Owner,12.9,2494.0,100.57,7.0,200.0,2400.0,700000
Maruti Swift Dzire VDI,2013,70000,Diesel,Individual,Manual,First Owner,23.0,1248.0,74.0,5.0,190.0,2000.0,550000
Honda Amaze S CVT Petrol BSIV,2019,15000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.76,5.0,110.0,4800.0,680000
Hyundai i10 Sportz 1.2,2009,53000,Petrol,Individual,Manual,Second Owner,20.3,1197.0,78.9,5.0,111.8,4000.0,200000
Maruti Swift Dzire VDI,2014,120000,Diesel,Individual,Manual,Second Owner,23.0,1248.0,74.0,5.0,190.0,2000.0,500000
Maruti Ertiga SHVS ZDI Plus,2016,70000,Diesel,Individual,Manual,First Owner,24.5,1248.0,88.5,7.0,200.0,1750.0,1000000
Hyundai Getz 1.3 GVS,2008,120000,Petrol,Individual,Manual,Second Owner,14.0,1341.0,82.9,5.0,115.71847,3200.0,110000
Hyundai i20 1.2 Magna,2012,100000,Petrol,Individual,Manual,Second Owner,18.0,1197.0,80.0,5.0,111.79581,4000.0,320000
Tata Indica DLS,2005,110000,Diesel,Individual,Manual,Second Owner,,,,,,,75000
Maruti Swift LXI Optional-O,2015,100000,Petrol,Individual,Manual,First Owner,20.0,1197.0,83.11,5.0,113.0,4200.0,350000
Tata Indica Vista TDI LS,2013,162500,Diesel,Individual,Manual,First Owner,19.0,1405.0,70.0,5.0,135.4,2500.0,170000
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,39000,Diesel,Individual,Manual,First Owner,22.5,1396.0,88.73,5.0,219.7,2125.0,800000
Maruti Ignis 1.3 Alpha,2017,75000,Diesel,Individual,Manual,First Owner,26.0,1248.0,74.0,5.0,190.0,2000.0,500000
Tata Hexa XTA,2017,50000,Diesel,Individual,Automatic,First Owner,17.0,2179.0,153.86,7.0,400.0,2125.0,1380000
Mahindra Marazzo M6 8Str,2019,40000,Diesel,Individual,Manual,First Owner,17.0,1497.0,121.0,8.0,300.0,2125.0,1300000
Hyundai Verna 1.6 CRDI,2013,92500,Diesel,Individual,Manual,First Owner,22.3,1582.0,126.3,5.0,259.9,2325.0,530000
Maruti Swift Dzire VDI,2012,158000,Diesel,Individual,Manual,First Owner,23.0,1248.0,74.0,5.0,190.0,2000.0,360000
Maruti Swift Dzire LDi,2012,120000,Diesel,Individual,Manual,First Owner,19.0,1248.0,73.9,5.0,190.0,2000.0,310000
Honda City i DTEC V,2015,50000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,200.0,1750.0,725000
Maruti Swift Dzire ZDi,2012,110000,Diesel,Individual,Manual,First Owner,19.0,1248.0,73.9,5.0,190.0,2000.0,340000
Hyundai Xcent 1.2 CRDi E,2017,2000,Diesel,Individual,Manual,Second Owner,25.0,1186.0,73.97,5.0,190.25,2000.0,550000
Tata Tiago 1.05 Revotorq XZ,2016,70000,Diesel,Individual,Manual,First Owner,27.2,1047.0,69.0,5.0,140.0,2400.0,380000
Nissan Sunny XL AT Special Edition,2013,90000,Petrol,Individual,Automatic,Second Owner,17.9,1498.0,99.6,5.0,134.0,4000.0,350000
Hyundai Elite i20 Magna Plus BSIV,2019,2000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.86,5.0,117.0,4000.0,610000
Maruti Swift Dzire VXI,2015,20000,Petrol,Individual,Manual,First Owner,20.8,1197.0,83.14,5.0,115.0,4000.0,525000
Toyota Innova 2.5 GX 7 STR,2011,120000,Diesel,Individual,Manual,First Owner,12.0,2494.0,102.0,7.0,200.05565999999996,2400.0,480000
Mahindra Thar CRDe,2017,35000,Diesel,Individual,Manual,First Owner,16.5,2498.0,105.0,6.0,247.0,1900.0,780000
Maruti Swift Dzire ZDi,2012,193000,Diesel,Individual,Manual,First Owner,19.0,1248.0,73.9,5.0,190.0,2000.0,320000
Maruti Swift 1.2 DLX (Only Delhi),2014,80000,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.8,5.0,113.0,4200.0,375000
Datsun GO D Petrol,2019,40000,Petrol,Individual,Manual,First Owner,19.0,1198.0,67.05,5.0,104.0,4000.0,300000
Hyundai i20 Asta 1.4 CRDi,2015,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.5,1396.0,88.73,5.0,219.7,2125.0,500000
Mahindra Scorpio LX,2011,122358,Diesel,Individual,Manual,First Owner,12.0,2179.0,120.0,9.0,290.0,2300.0,404000
Tata Tiago Wizz 1.05 Revotorq,2017,120000,Diesel,Individual,Manual,First Owner,27.2,1047.0,69.0,5.0,140.0,2400.0,350000
Tata Zest Revotron 1.2 XT,2015,40000,Petrol,Individual,Manual,First Owner,17.5,1193.0,88.7,5.0,140.0,2750.0,380000
Honda Brio Exclusive Edition,2014,33033,Petrol,Dealer,Manual,First Owner,19.0,1198.0,86.8,5.0,109.0,4500.0,335000
Hyundai Grand i10 AT Asta,2015,63063,Petrol,Dealer,Automatic,First Owner,18.0,1197.0,82.0,5.0,114.0,4000.0,465000
Tata Manza Club Class Quadrajet90 LX,2012,60000,Diesel,Individual,Manual,First Owner,21.0,1248.0,88.76,5.0,200.0,2375.0,290000
Maruti Alto LX,2005,45000,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.3,5.0,62.0,3000.0,110000
Mahindra Bolero DI DX 7 Seater,2007,207890,Diesel,Individual,Manual,Second Owner,13.0,2523.0,63.0,7.0,180.0,1470.0,210000
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,7976,Diesel,Individual,Automatic,First Owner,17.0,2143.0,170.0,5.0,400.0,2100.0,4600000
Maruti Omni E MPI STD BS IV,2016,35000,Petrol,Individual,Manual,First Owner,16.0,796.0,34.2,8.0,59.0,2500.0,220000
Hyundai Grand i10 Sportz,2017,35000,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,5.0,114.0,4000.0,450000
Hyundai i10 Sportz AT,2013,50000,Petrol,Individual,Automatic,First Owner,16.9,1197.0,78.9,5.0,111.8,4000.0,290000
Hyundai i10 Sportz AT,2011,20000,Petrol,Individual,Automatic,First Owner,16.9,1197.0,78.9,5.0,111.8,4000.0,265000
Maruti Swift VXI,2012,50000,Petrol,Individual,Manual,Second Owner,18.0,1197.0,85.8,5.0,114.0,4000.0,330000
Mahindra Bolero 2011-2019 ZLX,2014,120000,Diesel,Individual,Manual,First Owner,15.9,2523.0,62.1,7.0,195.0,1800.0,509999
Hyundai Verna 1.6 SX VTVT (O),2014,70000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5.0,154.9,4200.0,500000
Hyundai i20 Active 1.2,2015,50000,Petrol,Individual,Manual,First Owner,17.1,1197.0,81.86,5.0,114.73,4000.0,525000
Maruti Baleno Zeta,2019,16500,Petrol,Individual,Manual,First Owner,21.0,1197.0,81.8,5.0,113.0,4200.0,675000
Hyundai i20 1.2 Asta,2010,70000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,111.79581,4000.0,300000
Maruti Alto LXI,2005,99361,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.3,5.0,62.0,3000.0,90000
Maruti Swift Dzire VXI,2014,70000,Petrol,Individual,Manual,Second Owner,19.0,1197.0,85.8,5.0,114.0,4000.0,409000
Hyundai Grand i10 CRDi Sportz,2015,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,160.0,2125.0,395000
Maruti Swift 1.3 VXi,2010,70000,Petrol,Individual,Manual,Second Owner,,,,,,,215000
Chevrolet Beat LS,2012,60000,Petrol,Individual,Manual,Third Owner,18.0,1199.0,79.4,5.0,108.0,4400.0,120000
Tata Tigor 1.2 Revotron XZA,2018,10000,Petrol,Individual,Automatic,First Owner,20.0,1199.0,84.0,5.0,114.0,3500.0,645000
Maruti 800 Std,2006,80000,Petrol,Individual,Manual,First Owner,16.0,796.0,37.0,4.0,59.0,2500.0,81000
Honda City i-DTEC VX,2017,30000,Diesel,Individual,Manual,First Owner,25.0,1498.0,97.9,5.0,200.0,1750.0,1300000
Honda City i-DTEC VX,2017,33000,Diesel,Individual,Manual,First Owner,25.0,1498.0,97.9,5.0,200.0,1750.0,1250000
Maruti Ertiga VXI,2013,90000,Petrol,Individual,Manual,Third Owner,16.0,1373.0,93.7,7.0,130.0,4000.0,535000
Nissan Terrano XV Premium 110 PS,2014,80100,Diesel,Individual,Manual,Second Owner,19.0,1461.0,108.5,5.0,248.0,2250.0,555000
Honda City i VTEC VX,2014,120000,Petrol,Individual,Manual,First Owner,17.0,1497.0,117.3,5.0,145.0,4600.0,725000
Mahindra Willys CJ 3B 4X4,1983,10000,Diesel,Individual,Manual,Third Owner,,,,,,,300000
Renault KWID RXL,2016,40000,Petrol,Individual,Manual,First Owner,25.1,799.0,53.3,5.0,72.0,4386.0,229999
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,160000,Diesel,Individual,Manual,Second Owner,12.9,2494.0,100.6,8.0,200.0,2400.0,800000
Maruti Wagon R VXI BS IV,2017,47000,Petrol,Individual,Manual,First Owner,20.5,998.0,67.04,5.0,90.0,3500.0,409999
Hyundai Creta 1.4 CRDi S Plus,2018,25000,Diesel,Individual,Manual,First Owner,21.3,1396.0,88.7,5.0,219.7,2125.0,1210000
Tata Tiago 1.2 Revotron XZ,2017,26000,Petrol,Individual,Manual,First Owner,23.8,1199.0,84.0,5.0,114.0,3500.0,400000
Hyundai Grand i10 1.2 CRDi Sportz,2018,29000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,2000.0,520000
Maruti Baleno Zeta Automatic,2016,50000,Petrol,Individual,Automatic,First Owner,21.0,1197.0,83.1,5.0,115.0,4000.0,650000
Maruti Swift ZXI ABS,2011,58000,Petrol,Individual,Manual,Third Owner,16.0,1298.0,88.2,5.0,112.77647499999999,4500.0,325000
Maruti Swift Dzire VXi AT,2012,120000,Petrol,Individual,Automatic,First Owner,17.0,1197.0,85.8,5.0,114.0,4000.0,420000
Maruti Zen LXI,2003,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,993.0,60.0,5.0,78.0,4500.0,65000
Maruti Celerio LXI,2017,36000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.04,5.0,90.0,3500.0,351000
Toyota Innova 2.5 V Diesel 8-seater,2007,120000,Diesel,Individual,Manual,Third Owner,12.0,2494.0,102.0,8.0,200.05565999999996,2400.0,404000
Maruti Ritz LDi,2011,185000,Diesel,Individual,Manual,Third Owner,21.0,1248.0,73.9,5.0,190.0,2000.0,185000
Nissan Micra Diesel XV,2011,50000,Diesel,Individual,Manual,First Owner,23.0,1461.0,63.1,5.0,160.0,2000.0,250000
Maruti Zen LXI,2002,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,993.0,60.0,5.0,78.0,4500.0,60000
Hyundai Verna 1.6 SX VTVT (O),2013,50000,Petrol,Individual,Manual,Second Owner,17.0,1591.0,121.3,5.0,154.9,4200.0,500000
Maruti Zen Estilo LXI BSIII,2007,80000,Petrol,Individual,Manual,Second Owner,18.0,998.0,67.1,5.0,90.0,3500.0,85000
Hyundai Santro Xing XL,2005,60000,Petrol,Individual,Manual,Second Owner,,,,,,,85000
Maruti Alto LX,2005,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.0,796.0,46.3,5.0,62.0,3000.0,85000
Maruti A-Star Vxi,2010,162000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,90.0,3500.0,130000
Maruti Ertiga VDI,2013,110000,Diesel,Individual,Manual,Third Owner,20.7,1248.0,88.76,7.0,200.0,1750.0,480000
Maruti Swift Ldi BSIII,2008,120000,Diesel,Individual,Manual,Third Owner,17.0,1248.0,75.0,5.0,190.0,2000.0,170000
Nissan Micra Diesel XV,2011,45000,Diesel,Individual,Manual,First Owner,23.0,1461.0,63.1,5.0,160.0,2000.0,275000
Maruti Wagon R LXI,2005,90000,Petrol,Individual,Manual,Second Owner,18.0,998.0,67.1,5.0,90.0,3500.0,89000
Ford Figo Diesel Titanium,2010,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,160.0,2000.0,170000
Hyundai Creta 1.6 CRDi AT SX Plus,2017,67000,Diesel,Individual,Automatic,First Owner,17.0,1582.0,126.2,5.0,259.9,2325.0,1100000
Maruti Swift VXI BSIV,2018,52000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,610000
Datsun GO T Option BSIV,2016,40000,Petrol,Dealer,Manual,First Owner,20.6,1198.0,67.0,5.0,104.0,4000.0,335000
Toyota Fortuner 2.8 2WD MT BSIV,2018,35000,Diesel,Individual,Manual,First Owner,14.2,2755.0,174.5,7.0,420.0,2000.0,3000000
Renault KWID RXL,2018,13000,Petrol,Dealer,Manual,First Owner,20.7,799.0,53.26,5.0,72.0,4386.0,390000
Honda Brio 1.2 VX MT,2012,40000,Petrol,Dealer,Manual,First Owner,18.0,1198.0,86.8,5.0,109.0,4500.0,325000
Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,10000,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5.0,110.0,3750.0,640000
Nissan Sunny XV Special Edition,2012,9000,Petrol,Dealer,Manual,First Owner,16.9,1498.0,97.7,5.0,134.0,4000.0,450000
Toyota Etios Liva GD SP,2013,70000,Diesel,Dealer,Manual,Second Owner,23.5,1364.0,67.06,5.0,170.0,2100.0,400000
Hyundai i10 Sportz,2009,60000,Petrol,Dealer,Manual,First Owner,20.3,1197.0,78.9,5.0,111.8,4000.0,215000
Renault Duster 85PS Diesel RxL,2014,40000,Diesel,Dealer,Manual,First Owner,20.4,1461.0,83.8,5.0,200.0,1900.0,570000
Mahindra XUV500 W8 2WD,2012,93000,Diesel,Dealer,Manual,First Owner,15.0,2179.0,140.0,7.0,330.0,2200.0,680000
Toyota Innova 2.5 V Diesel 7-seater,2008,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.0,2494.0,102.0,7.0,200.05565999999996,2400.0,325000
Tata Indigo CS eGLX BS IV,2011,50000,Petrol,Individual,Manual,Second Owner,15.6,1193.0,64.08,5.0,100.0,2700.0,150000
Hyundai Elantra SX AT,2013,68000,Petrol,Dealer,Automatic,First Owner,14.0,1797.0,147.5,5.0,177.5,4700.0,690000
Tata Nano STD,2012,18000,Petrol,Dealer,Manual,First Owner,25.0,624.0,37.5,4.0,51.0,4000.0,64000
Nissan Micra Diesel XL,2013,120000,Diesel,Individual,Manual,First Owner,23.0,1461.0,63.1,5.0,160.0,2000.0,250000
Maruti Wagon R LXI,2005,35000,Petrol,Individual,Manual,First Owner,18.0,998.0,67.1,5.0,90.0,3500.0,65000
Maruti Swift Dzire VDI,2016,60000,Diesel,Individual,Manual,Second Owner,26.5,1248.0,74.0,5.0,190.0,2000.0,550000
Renault KWID RXT,2016,30000,Petrol,Individual,Manual,First Owner,25.1,799.0,53.3,5.0,72.0,4386.0,300000
Volkswagen GTI 1.8 TSI,2016,70000,Petrol,Individual,Automatic,First Owner,16.3,1798.0,189.3,5.0,250.0,3275.0,800000
Tata Safari Storme EX,2015,110000,Diesel,Individual,Manual,First Owner,14.0,2179.0,147.94,7.0,320.0,2250.0,503000
Maruti Wagon R LXI,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.7,998.0,67.05,5.0,90.0,3500.0,225000
Maruti Baleno Alpha 1.3,2018,38817,Diesel,Dealer,Manual,First Owner,27.3,1248.0,74.0,5.0,190.0,2000.0,740000
Honda Jazz VX,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.0,1199.0,88.7,5.0,110.0,4800.0,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.9,2494.0,100.6,7.0,200.0,2400.0,750000
Maruti Swift AMT VVT VXI,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,650000
Toyota Etios VX,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.7,1496.0,88.73,5.0,132.0,3000.0,625000
Maruti Swift AMT ZXI,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,600000
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,2000.0,450000
BMW X4 M Sport X xDrive20d,2019,8500,Diesel,Dealer,Automatic,First Owner,16.7,1995.0,190.0,5.0,400.0,2125.0,5500000
Honda Amaze V CVT Petrol BSIV,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,110.0,4800.0,779000
Volvo V40 D3 R-Design,2018,2000,Diesel,Dealer,Automatic,First Owner,16.0,1984.0,150.0,5.0,350.0,2125.0,2475000
Toyota Etios Liva Diesel TRD Sportivo,2012,162000,Diesel,Individual,Manual,Third Owner,,,,,,,265000
Honda CR-V 2.4L 4WD AT,2009,120000,Petrol,Individual,Automatic,Second Owner,11.0,2354.0,158.8,5.0,218.0,4200.0,500000
Maruti Swift Dzire VDI,2015,90000,Diesel,Individual,Manual,First Owner,26.5,1248.0,74.0,5.0,190.0,2000.0,480000
Hyundai Verna 1.6 SX CRDi (O),2014,70000,Diesel,Individual,Manual,Third Owner,22.3,1582.0,126.32,5.0,259.8,2325.0,535000
Toyota Innova 2.5 G1 Diesel 8-seater,2005,240000,Diesel,Individual,Manual,Third Owner,12.0,2494.0,102.0,8.0,200.05565999999996,2400.0,250000
Maruti SX4 Celebration Diesel,2012,100000,Diesel,Individual,Manual,Second Owner,21.0,1248.0,88.8,5.0,200.0,1750.0,300000
Hyundai Verna CRDi SX,2009,214000,Diesel,Individual,Manual,Second Owner,16.0,1493.0,110.0,5.0,235.3596,2325.0,340000
Maruti Alto 800 VXI,2016,50000,Petrol,Individual,Manual,First Owner,22.7,796.0,47.3,5.0,69.0,3500.0,240000
Honda City i-VTEC CVT V,2018,1000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,145.0,4600.0,1085000
Maruti Swift Dzire AMT VDI,2017,19000,Diesel,Individual,Automatic,First Owner,28.0,1248.0,74.02,5.0,190.0,2000.0,750000
Tata Indigo LS,2012,265000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,132.389775,2500.0,95000
Maruti Eeco CNG 5 Seater AC,2020,35000,CNG,Individual,Manual,First Owner,15.66,1196.0,61.7,5.0,85.0,3000.0,409999
Maruti Alto K10 VXI,2014,80000,Petrol,Individual,Manual,Second Owner,23.9,998.0,67.05,5.0,90.0,3500.0,215000
Mahindra XUV500 AT W10 AWD,2016,50000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7.0,330.0,2200.0,1290000
Maruti Alto K10 LXI,2010,80000,Petrol,Individual,Manual,First Owner,20.9,998.0,67.1,5.0,90.0,3500.0,150000
Tata Tiago 1.2 Revotron XE,2018,100000,Petrol,Individual,Manual,First Owner,23.8,1199.0,84.0,5.0,114.0,3500.0,325000
Maruti Eeco Smiles 5 Seater AC,2013,120000,Petrol,Individual,Manual,Second Owner,15.0,1196.0,73.0,5.0,101.0,3000.0,260000
Volvo XC40 D4 Inscription BSIV,2019,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,400.0,,3800000
Honda Amaze S CVT Diesel BSIV,2019,40000,Diesel,Individual,Automatic,First Owner,23.0,1498.0,78.9,5.0,160.0,1750.0,700000
Hyundai Creta 1.4 CRDi Base,2017,45000,Diesel,Individual,Manual,First Owner,21.3,1396.0,88.7,5.0,219.7,2125.0,950000
Maruti Alto LXi BSIII,2010,80000,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.3,5.0,62.0,3000.0,160000
Hyundai Xcent 1.1 CRDi S Option,2015,135000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,71.01,5.0,180.4,2125.0,409999
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,120000,Diesel,Individual,Manual,Second Owner,12.9,2494.0,100.6,7.0,200.0,2400.0,840000
Toyota Etios Liva Diesel,2013,67000,Diesel,Individual,Manual,First Owner,23.5,1364.0,67.1,5.0,170.0,2100.0,450000
Maruti Swift Dzire ZDI Plus,2017,50000,Diesel,Individual,Manual,First Owner,28.0,1248.0,74.02,5.0,190.0,2000.0,900000
Toyota Innova 2.5 V Diesel 7-seater,2008,134000,Diesel,Individual,Manual,Second Owner,12.0,2494.0,102.0,7.0,200.05565999999996,2400.0,570000
Nissan Micra Diesel XV,2011,110000,Diesel,Individual,Manual,Second Owner,23.0,1461.0,63.1,5.0,160.0,2000.0,254999
Maruti 800 AC BSIII,2009,40000,Petrol,Individual,Manual,First Owner,16.0,796.0,37.0,4.0,59.0,2500.0,130000
Maruti Swift Dzire VDI,2013,120000,Diesel,Individual,Manual,Second Owner,23.0,1248.0,74.0,5.0,190.0,2000.0,530000
Volkswagen Polo 1.5 TDI Highline,2015,110000,Diesel,Individual,Manual,Second Owner,20.1,1498.0,88.8,5.0,230.0,2000.0,520000
Mahindra Verito 1.5 D2 BSIII,2011,170000,Diesel,Individual,Manual,Second Owner,21.0,1461.0,64.1,5.0,160.0,2000.0,229999
Maruti 800 AC BSIII,2004,80000,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,4.0,59.0,2500.0,81000
Maruti Swift VDI Optional,2016,47000,Diesel,Individual,Manual,First Owner,25.0,1248.0,74.0,5.0,190.0,2000.0,600000
Hyundai Xcent 1.2 Kappa S Option,2015,93000,Petrol,Individual,Manual,First Owner,19.0,1197.0,81.86,5.0,113.75,4000.0,409999
Ford Figo Diesel EXI,2015,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,5.0,160.0,2000.0,292000
Tata Safari DICOR 2.2 LX 4x2,2012,80000,Diesel,Individual,Manual,First Owner,13.9,2179.0,138.03,7.0,320.0,2200.0,390000
Ford Figo 1.2P Titanium Plus MT,2016,44000,Petrol,Individual,Manual,First Owner,18.1,1196.0,86.8,5.0,112.0,4000.0,550000
Maruti Celerio ZXI,2014,25000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.04,5.0,90.0,3500.0,385000
Hyundai Creta 1.6 VTVT S,2016,25000,Petrol,Individual,Manual,First Owner,15.2,1591.0,121.3,5.0,151.0,4850.0,800000
Maruti Swift Dzire VXI 1.2,2019,10000,Petrol,Individual,Manual,First Owner,21.2,1197.0,81.8,5.0,113.0,4200.0,675000
Tata Hexa XT,2018,50000,Diesel,Individual,Manual,First Owner,17.0,2179.0,153.86,7.0,400.0,2125.0,1525000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,205.0,2500.0,950000
Hyundai i20 Active 1.4 SX with AVN,2015,50000,Diesel,Individual,Manual,Second Owner,21.1,1396.0,88.73,5.0,219.66,2125.0,610000
Hyundai i20 Asta 1.4 CRDi,2012,120000,Diesel,Individual,Manual,First Owner,22.5,1396.0,88.73,5.0,219.7,2125.0,525000
Mahindra Bolero 2011-2019 SLE,2015,80000,Diesel,Individual,Manual,First Owner,15.9,2523.0,62.1,7.0,195.0,1800.0,375000
Nissan Terrano XL Plus 85 PS,2015,90000,Diesel,Individual,Manual,First Owner,20.4,1461.0,83.8,5.0,200.0,1900.0,580000
Maruti Swift VXI Windsong Limited edition,2015,50000,Petrol,Individual,Manual,Second Owner,20.0,1197.0,83.11,5.0,115.0,4000.0,434999
Datsun RediGO 1.0 S,2020,2136,Petrol,Individual,Manual,First Owner,22.0,999.0,67.0,5.0,91.0,4250.0,350000
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,250000,Diesel,Individual,Manual,First Owner,12.9,2494.0,100.0,7.0,200.0,2400.0,730000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,120000,Diesel,Individual,Manual,First Owner,12.9,2494.0,100.6,7.0,200.0,2400.0,1050000
Maruti Baleno Alpha 1.3,2017,70000,Diesel,Individual,Manual,First Owner,27.3,1248.0,74.0,5.0,190.0,2000.0,735000
Renault Duster 110PS Diesel RxZ,2018,18000,Diesel,Dealer,Manual,First Owner,19.0,1461.0,108.45,5.0,245.0,1750.0,1050000
Chevrolet Enjoy 1.3 TCDi LS 7,2016,110000,Diesel,Individual,Manual,Second Owner,18.0,1248.0,73.74,7.0,172.5,1750.0,420000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,60000,Diesel,Individual,Manual,First Owner,23.6,1248.0,88.5,5.0,200.0,1750.0,800000
Toyota Fortuner 4x2 AT,2015,60000,Diesel,Individual,Automatic,First Owner,12.5,2982.0,168.5,7.0,360.0,2300.0,2000000
